what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419858170
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419889368
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419900766
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419926533
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419937162
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419938647
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419954750
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307419957185
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1307419963553
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1307419969534
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1307419970408
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307419971610
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1307419996779
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1307419997832
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307419998912
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420001503
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420001709
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420002045
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420002371
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420002835
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307420003178
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307420004312
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1307420017150
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1307420020565
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307420021341
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307420025583
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307420026669
